,ID,Count
95,18383,562.2435370740908
96,18384,502.9605696372114
97,18385,401.3888481174989
98,18386,339.6985962758008
99,18387,280.6808140517017
100,18388,236.24988940593516
101,18389,211.48262080939114
102,18390,227.40124418378497
103,18391,263.7253797219854
104,18392,303.6962296547694
105,18393,392.4418846151027
106,18394,557.0266857470973
107,18395,617.537118225842
108,18396,624.0797528749473
109,18397,551.9498872762072
110,18398,590.168884215515
111,18399,582.7145709677642
112,18400,567.8416965741702
113,18401,581.0699742800108
114,18402,595.3708150430818
115,18403,631.7485787341441
116,18404,607.0885664433226
117,18405,566.6529391857392
118,18406,568.7086850454307
119,18407,555.2658947281445
120,18408,518.1335635413436
121,18409,413.49769106331155
122,18410,349.9464070221836
123,18411,289.14821395878636
124,18412,243.37692549624688
125,18413,217.86249372604016
126,18414,234.2613399846972
127,18415,271.68127889271557
128,18416,312.85794395094877
129,18417,404.2808212683003
130,18418,573.8307117831264
131,18419,636.1665844227145
132,18420,642.9065931039818
133,18421,568.6007596916514
134,18422,607.9727229718407
135,18423,600.2935327530198
136,18424,584.9719829639099
137,18425,598.5993229205699
138,18426,613.3315823331756
139,18427,650.8067672139915
140,18428,625.4028273893788
141,18429,583.7473639002362
142,18430,585.8651261907984
143,18431,572.0168023429496
144,18432,502.0810956295211
145,18433,400.6869818476425
146,18434,339.1046012314399
147,18435,280.1900171675764
148,18436,235.83678418537653
149,18437,211.1128234946349
150,18438,227.00361165422038
151,18439,263.2642310144415
152,18440,303.1651881450789
153,18441,391.75566295502915
154,18442,556.0526720345356
155,18443,616.4572963132509
156,18444,622.9884905484091
157,18445,550.984750824741
158,18446,589.1369182421396
159,18447,581.6956395643775
160,18448,566.8487717948381
161,18449,580.0539186090917
162,18450,594.3297530028796
163,18451,630.6439067420777
164,18452,606.0270148092889
165,18453,565.6620930608537
166,18454,567.7142442549608
167,18455,554.2949599248008
168,18456,489.44837255785814
169,18457,390.605407926292
170,18458,330.5724844937796
171,18459,273.1402339251214
172,18460,229.90296032572712
173,18461,205.80107234666406
174,18462,221.2920367965781
175,18463,256.64031277886284
176,18464,295.5373330034639
177,18465,381.89880746904146
178,18466,542.0619851112149
179,18467,600.9467854065076
180,18468,607.3136500765453
181,18469,537.1215764601477
182,18470,574.3138077840285
183,18471,567.0597570534119
184,18472,552.5864472023976
185,18473,565.4593429833476
186,18474,579.3759870708612
187,18475,614.7764504684744
188,18476,590.7789373200671
189,18477,551.4296261626223
190,18478,553.4301437502024
191,18479,540.3484983079401
192,18480,374.0040067173071
193,18481,298.47476424617633
194,18482,252.6015830128302
195,18483,208.71566361500572
196,18484,175.6766048043764
197,18485,157.25953943236783
198,18486,169.0967077569971
199,18487,196.1075174545221
200,18488,225.8300422988462
201,18489,291.821757231604
202,18490,414.20784231286086
203,18491,459.2037039398898
204,18492,464.0688399385583
205,18493,410.4327094614351
206,18494,438.8525476175913
207,18495,433.3094828322231
208,18496,422.24993870410265
209,18497,432.086552471902
210,18498,442.72072951817165
211,18499,469.7714173796204
212,18500,451.4341083354584
213,18501,421.3659727371309
214,18502,422.8946356875322
215,18503,412.89850926403903
216,18504,368.4683905340656
217,18505,294.05705292336904
218,18506,248.86283854559463
219,18507,205.6264726318821
220,18508,173.0764234183329
221,18509,154.93194818784696
222,18510,166.59391512595442
223,18511,193.2049390655769
224,18512,222.48754218024047
225,18513,287.50251676107536
226,18514,408.0771709993159
227,18515,452.40705093810664
228,18516,457.20017828156244
229,18517,404.35791371641596
230,18518,432.3571111489522
231,18519,426.8960890117363
232,18520,416.0002366900011
233,18521,425.69125918769817
234,18522,436.1680402662896
235,18523,462.8183521349571
236,18524,444.7524527625602
237,18525,415.12935426284264
238,18526,416.63539154289015
239,18527,406.78721732901454
240,18528,517.757878679729
241,18529,413.19787488891944
242,18530,349.69267019302293
243,18531,288.9385602818371
244,18532,243.20045936278447
245,18533,217.70452742822476
246,18534,234.09148331976257
247,18535,271.48429002566263
248,18536,312.63109897959635
249,18537,403.98768800097525
250,18538,573.4146424011835
251,18539,635.7053169580106
252,18540,642.4404386383057
253,18541,568.1884824088236
254,18542,607.5318981259571
255,18543,599.8582758836536
256,18544,584.5478353426552
257,18545,598.1652944776778
258,18546,612.8868719209454
259,18547,650.334884542258
260,18548,624.9493644385223
261,18549,583.3241042176828
262,18550,585.4403309751526
263,18551,571.6020481784815
264,18552,511.43752095383616
265,18553,408.15389875950535
266,18554,345.4239128051519
267,18555,285.41143855760106
268,18556,240.23167034851807
269,18557,215.04697155403602
270,18558,231.2338891119476
271,18559,268.1702355214653
272,18560,308.8147584406004
273,18561,399.056142175862
274,18562,566.4148731760739
275,18563,627.9451549655514
276,18564,634.5980598798644
277,18565,561.2525097999406
278,18566,600.1156538075932
279,18567,592.5357047658761
280,18568,577.412161354105
281,18569,590.863389869382
282,18570,605.4052585345464
283,18571,642.3961369515588
284,18572,617.320502172065
285,18573,576.2033685213124
286,18574,578.29376214193
287,18575,564.6244055966758
288,18576,526.6105150643459
289,18577,420.262741870018
290,18578,355.67172369092157
291,18579,293.87883857985616
292,18580,247.35870653576916
293,18581,221.42684455746175
294,18582,238.09398500616837
295,18583,276.1261348004087
296,18584,317.976472861394
297,18585,410.8950789900885
298,18586,583.2188994406652
299,18587,646.574621415815
300,18588,653.4249003649746
301,18589,577.903382441864
302,18590,617.9194928060799
303,18591,610.1146667902343
304,18592,594.5424479768445
305,18593,608.3927387483689
306,18594,623.3660260689359
307,18595,661.4543256906286
308,18596,635.634763367225
309,18597,593.2977934683216
310,18598,595.4502035206531
311,18599,581.3753134393207
312,18600,510.5580469976653
313,18601,407.4520325307642
314,18602,344.8299177955871
315,18603,284.9206417022266
316,18604,239.81856515215918
317,18605,214.67717426094256
318,18606,230.83625660567634
319,18607,267.70908684093547
320,18608,308.2837169620182
321,18609,398.3699205559873
322,18610,565.44085952057
323,18611,626.8653331162161
324,18612,633.5067976172522
325,18613,560.2873734050121
326,18614,599.0836878946702
327,18615,591.5167734221784
328,18616,576.4192366329385
329,18617,589.8473342579834
330,18618,604.3641965553295
331,18619,641.291465024204
332,18620,616.258950600217
333,18621,575.2125224544708
334,18622,577.2993214097144
335,18623,563.6534708502095
336,18624,497.9253240748992
337,18625,397.37045872824103
338,18626,336.2978011584914
339,18627,277.8708585428644
340,18628,233.88474136244926
341,18629,209.3654231755791
342,18630,225.124681815354
343,18631,261.08516868343014
344,18632,300.65586191030957
345,18633,388.5130651861782
346,18634,551.4501727621517
347,18635,611.3548223922888
348,18636,617.8319573301412
349,18637,546.4241992038183
350,18638,584.260577611273
351,18639,576.8808910837198
352,18640,562.156912208602
353,18641,575.2527588042595
354,18642,589.410430799565
355,18643,625.4240089376237
356,18644,601.010873290718
357,18645,560.9800557239914
358,18646,563.0152210733166
359,18647,549.70700939773
360,18648,382.48095812211034
361,18649,305.2398149585537
362,18650,258.3268996017367
363,18651,213.4462881701137
364,18652,179.65838578837835
365,18653,160.82389021408963
366,18654,172.9293527250274
367,18655,200.552373300238
368,18656,230.94857113792077
369,18657,298.43601486116563
370,18658,423.59602983949463
371,18659,469.61174078786496
372,18660,474.58714705288827
373,18661,419.7353320819358
374,18662,448.79931731313707
375,18663,443.1306167324958
376,18664,431.8204035835907
377,18665,441.8799681631456
378,18666,452.75517311401586
379,18667,480.41897570779236
380,18668,461.6660441706348
381,18669,430.916402172049
382,18670,432.4797128837367
383,18671,422.25702022991896
384,18672,376.94534204630236
385,18673,300.82210372148404
386,18674,254.58815520706162
387,18675,210.3570972469441
388,18676,177.0582044527984
389,18677,158.49629901474196
390,18678,170.42656014255823
391,18679,197.64979496762516
392,18680,227.60607108418526
393,18681,294.11677447446357
394,18682,417.465358644932
395,18683,462.81508791798916
396,18684,467.7184855291972
397,18685,413.6605364548144
398,18686,442.3038809705595
399,18687,436.71722303647823
400,18688,425.57070169078156
401,18689,435.4846750030597
402,18690,446.2024839893065
403,18691,473.465910598072
404,18692,454.98438872741207
405,18693,424.6797838187992
406,18694,426.2204688605722
407,18695,416.1457284135006
408,18696,526.2348301106257
409,18697,419.9629256221209
410,18698,355.41798679955303
411,18699,293.66918485150677
412,18700,247.18224035904302
413,18701,221.26887822091828
414,18702,237.92412829959045
415,18703,275.92914588506056
416,18704,317.74962783442663
417,18705,410.6019456508968
418,18706,582.8028299567159
419,18707,646.1133538380234
420,18708,652.9587457850129
421,18709,577.4911050579592
422,18710,617.4786678521208
423,18711,609.6794098141575
424,18712,594.1183002516028
425,18713,607.9587101990671
426,18714,622.9213155476773
427,18715,660.982442903205
428,18716,635.1813003051943
429,18717,592.8745336819989
430,18718,595.0254082008615
431,18719,580.9605591731683
432,18720,519.914472462255
433,18721,414.91894955457354
434,18722,351.14922946404033
435,18723,290.14206317053254
436,18724,244.21345138119023
437,18725,218.6113223793257
438,18726,235.06653412682525
439,18727,272.6150914215117
440,18728,313.93328734223985
441,18729,405.67039988627124
442,18730,575.8030608174618
443,18731,638.3531919407465
444,18732,645.1163671227621
445,18733,570.5551325341494
446,18734,610.0624236247206
447,18735,602.3568387861948
448,18736,586.9826263505751
449,18737,600.6568056803328
450,18738,615.439702253044
451,18739,653.0436954098783
452,18740,627.5524381323087
453,18741,585.7537980729677
454,18742,587.878839455295
455,18743,573.982916676947
456,18744,535.0874665138222
457,18745,427.02779261804676
458,18746,361.3970403100002
459,18747,298.6094631598942
460,18748,251.34048754075482
461,18749,224.9911953579674
462,18750,241.92662999439648
463,18751,280.5709906695486
464,18752,323.0950017274429
465,18753,417.5093366545068
466,18754,592.6070870167741
467,18755,656.9826583186398
468,18756,663.9432075347353
469,18757,587.2060051113888
470,18758,627.8662625540445
471,18759,619.9358007422637
472,18760,604.1129129067683
473,18761,618.1861544912231
474,18762,633.4004697176609
475,18763,672.1018840749126
476,18764,645.8666992563228
477,18765,602.8482229535698
478,18766,605.0352807673703
479,18767,590.7338244545193
480,18768,519.0349985030841
481,18769,414.21708332343815
482,18770,350.5552344524492
483,18771,289.6512663134838
484,18772,243.80034618342216
485,18773,218.24152508497076
486,18774,234.66890161919753
487,18775,272.15394273940876
488,18776,313.4022458618462
489,18777,404.9841782640557
490,18778,574.8290471586351
491,18779,637.2733700877276
492,18780,644.0251048564272
493,18781,569.5899961359285
494,18782,609.0304577082773
495,18783,601.3379074390211
496,18784,585.9897016260213
497,18785,599.6407500654682
498,18786,614.3986402702757
499,18787,651.9390234787552
500,18788,626.4908865568393
501,18789,584.7629520027459
502,18790,586.884398719687
503,18791,573.0119819271686
504,18792,506.40227553760883
505,18793,404.1355094868308
506,18794,342.02311778650784
507,18795,282.60148313028753
508,18796,237.86652237365095
509,18797,212.92977398164913
510,18798,228.9573268095653
511,18799,265.53002455950906
512,18800,305.77439078434907
513,18801,395.1273228609222
514,18802,560.8383603529168
515,18803,621.7628593113618
516,18804,628.3502645163223
517,18805,555.7268218878655
518,18806,594.2073473747656
519,18807,586.7020250510811
520,18808,571.7273771534664
521,18809,585.0461745624024
522,18810,599.444874463955
523,18811,636.0715673385298
524,18812,611.242809195789
525,18813,570.5304852241491
526,18814,572.6002983349972
527,18815,559.0655204275383
528,18816,390.95790962519277
529,18817,312.00486574936315
530,18818,264.052216257021
531,18819,218.17691278006708
532,18820,183.64016681854395
533,18821,164.38824103713546
534,18822,176.7619977374923
535,18823,204.99722919748618
536,18824,236.06710003633802
537,18825,305.05027256741107
538,18826,432.98421747497235
539,18827,480.0197777565078
540,18828,485.1054542891643
541,18829,429.0379548102883
542,18830,458.74608712400277
543,18831,452.95175074663183
544,18832,441.3908685740359
545,18833,451.67338396793116
546,18834,462.7896168261965
547,18835,491.0665341594091
548,18836,471.89798012443714
549,18837,440.466831717692
550,18838,442.0647901910677
551,18839,431.61553130429866
552,18840,385.42229351844094
553,18841,307.5871544875987
554,18842,260.3134718414464
555,18843,215.0877218396291
556,18844,181.03998546842905
557,18845,162.06064982477665
558,18846,174.25920514103262
559,18847,202.09465084864806
560,18848,232.72459996391808
561,18849,300.7310321565646
562,18850,426.85354624613956
563,18851,473.22312484863903
564,18852,478.23679272707784
565,18853,422.9631591492091
566,18854,452.2506507451159
567,18855,446.5383570147636
568,18856,435.14116664629114
569,18857,445.27809077209594
570,18858,456.23692766485783
571,18859,484.1134690108214
572,18860,465.21632464386425
573,18861,434.2302133295797
574,18862,435.8055461329144
575,18863,425.50423945371847
576,18864,534.7117816119024
577,18865,426.7279764114893
578,18866,361.14330345361765
579,18867,298.3998094604525
580,18868,251.1640213883604
581,18869,224.83322904320482
582,18870,241.756773311239
583,18871,280.3740017813619
584,18872,322.86815673175363
585,18873,417.2162033557333
586,18874,592.1910175901937
587,18875,656.5213908044493
588,18876,663.4770530190484
589,18877,586.7937277843301
590,18878,627.4254376608676
591,18879,619.5005438262015
592,18880,603.6887652400094
593,18881,617.7521260017666
594,18882,632.9557592577205
595,18883,671.6300013525537
596,18884,645.4132362568172
597,18885,602.4249632256075
598,18886,604.6104855061508
599,18887,590.3190702455547
600,18888,528.391423941114
601,18889,421.68400032605126
602,18890,356.87454610296396
603,18891,294.87268776696783
604,18892,248.19523239997756
605,18893,222.17567319218614
606,18894,238.8991791283381
607,18895,277.0599473060584
608,18896,319.0518162260305
609,18897,412.28465757361596
610,18898,585.191248426112
611,18899,648.7612288796475
612,18900,655.6346743289813
613,18901,579.857755235919
614,18902,620.0091934071626
615,18903,612.1779727722661
616,18904,596.553091313672
617,18905,610.450221457133
618,18906,625.4741459365504
619,18907,663.6912538310687
620,18908,637.7843740568724
621,18909,595.3042275913197
622,18910,597.4639167352359
623,18911,583.341427724584
624,18912,543.5644180137122
625,18913,433.79284340630863
626,18914,367.1223569631283
627,18915,303.3400877680661
628,18916,255.32226856942088
629,18917,228.55554617967093
630,18918,245.75927500541803
631,18919,285.01584656512296
632,18920,328.2135306239325
633,18921,424.12359435826147
634,18922,601.9952746487163
635,18923,667.3906952833631
636,18924,674.4615147670504
637,18925,596.508627836238
638,18926,637.8130323611643
639,18927,629.7569347527011
640,18928,613.6833778936093
641,18929,627.9795702923207
642,18930,643.4349134260626
643,18931,682.7494425225194
644,18932,656.098635206272
645,18933,612.3986524956163
646,18934,614.6203580710917
647,18935,600.0923355253747
648,18936,527.5119499867344
649,18937,420.9821340987397
650,18938,356.280551094609
651,18939,294.38189091259295
652,18940,247.78212720446007
653,18941,221.8058758998458
654,18942,238.50154662287667
655,18943,276.5987986264678
656,18944,318.52077474853
657,18945,411.5984359551388
658,18946,584.2172347725918
659,18947,647.6814070325115
660,18948,654.5434120685916
661,18949,578.8926188429562
662,18950,618.9772274963414
663,18951,611.1590414306437
664,18952,595.5601665945277
665,18953,609.4341658478038
666,18954,624.4330839594538
667,18955,662.5865819059638
668,18956,636.7228224871865
669,18957,594.313381526496
670,18958,596.4694760050456
671,18959,582.3704929800952
672,18960,514.8792270364398
673,18961,410.90056027424737
674,18962,347.74843443892064
675,18963,287.3321077378684
676,18964,241.84830340181955
677,18965,216.49412480290732
678,18966,232.78997182010804
679,18967,269.97488045452803
680,18968,310.89291968019916
681,18969,401.74158056385033
682,18970,570.2265479836859
683,18971,632.1708962747846
684,18972,638.8685717473231
685,18973,565.0294446115524
686,18974,604.1541171806426
687,18975,596.5231590602915
688,18976,581.2978421391117
689,18977,594.8395903622763
690,18978,609.4793181711029
691,18979,646.7191257848064
692,18980,621.4747451444599
693,18981,580.0809147650021
694,18982,582.185375637521
695,18983,568.4240314972244
696,18984,399.43486111226025
697,18985,318.76991652739184
698,18986,269.7775329014887
699,18987,222.90753738108327
700,18988,187.62194784118697
701,18989,167.95259185344736
702,18990,180.59464274271645
703,18991,209.44208508633702
704,18992,241.18562892508518
705,18993,311.6645302611606
706,18994,442.3724050927136
707,18995,490.42781470548744
708,18996,495.62376150556895
709,18997,438.3405775210659
710,18998,468.6928569160766
711,18999,462.7728847422135
712,19000,450.9613335464003
713,19001,461.46679975421466
714,19002,472.8240605194196
715,19003,501.71409259090996
716,19004,482.129916058909
717,19005,450.017261245292
718,19006,451.64986748029025
719,19007,440.97404236099794
720,19008,393.8992450164668
721,19009,314.35220527437264
722,19010,266.0387884933154
723,19011,219.81834644676064
724,19012,185.0217664962194
725,19013,165.62500064569628
726,19014,178.09185015121128
727,19015,206.53950674324483
728,19016,237.8431288592821
729,19017,307.34528985886453
730,19018,436.24173387601707
731,19019,483.63116181107335
732,19020,488.75509995707955
733,19021,432.26578187201244
734,19022,462.19742055004815
735,19023,456.3594910230412
736,19024,444.71163163102744
737,19025,455.07150657103955
738,19026,466.27137137105274
739,19027,494.7610274560866
740,19028,475.44826059156316
741,19029,443.78064286952576
742,19030,445.3906234345277
743,19031,434.8627505225156
744,19032,543.1887331014079
745,19033,433.4930271914635
746,19034,366.86862009973197
747,19035,303.1304340628292
748,19036,255.14580241214858
749,19037,228.39757986054184
750,19038,245.58941831756533
751,19039,284.8188576714911
752,19040,327.9866856219728
753,19041,423.8304610513851
754,19042,601.5792052106349
755,19043,666.9294277564222
756,19044,673.9953602384779
757,19045,596.0963504977832
758,19046,637.3722074558021
759,19047,629.3216778246076
760,19048,613.2592302151262
761,19049,627.5455417908667
762,19050,642.9902029538295
763,19051,682.2775597871167
764,19052,655.6451721942316
765,19053,611.9753927559541
766,19054,614.19556279813
767,19055,599.6775813049454
768,19056,536.8683754385304
769,19057,428.44905111233885
770,19058,362.5998627544213
771,19059,299.60331237375925
772,19060,252.17701342748163
773,19061,225.7400240128495
774,19062,242.73182413824117
775,19063,281.5048032003356
776,19064,324.17034512102646
777,19065,418.8989152754403
778,19066,594.5794360553145
779,19067,659.1692658413335
780,19068,666.1529815582267
781,19069,589.1603779580535
782,19070,629.9559632113796
783,19071,621.9991067798376
784,19072,606.1235562977201
785,19073,620.2436372553725
786,19074,635.5085896420237
787,19075,674.3388122755684
788,19076,648.0163100038355
789,19077,604.854657130579
790,19078,607.0489940361601
791,19079,592.6999387927084
792,19080,552.0413695049575
793,19081,440.5578941876713
794,19082,372.8476736104177
795,19083,308.0707123714137
796,19084,259.3040495940263
797,19085,232.1198969977395
798,19086,249.59192001253103
799,19087,289.4607024561644
800,19088,333.33205951520233
801,19089,430.73785205527065
802,19090,611.3834622710845
803,19091,677.7987322374722
804,19092,684.9798219886386
805,19093,605.8112505516003
806,19094,647.7598021581404
807,19095,639.5780687531229
808,19096,623.2538428706904
809,19097,637.7729860834307
810,19098,653.4693571242312
811,19099,693.3970009592679
812,19100,666.3305711457865
813,19101,621.9490820279229
814,19102,624.2054353650382
815,19103,609.4508465866861
816,19104,535.9889014836908
817,19105,427.7471848846602
818,19106,362.0058677457557
819,19107,299.11251551912767
820,19108,251.76390823174808
821,19109,225.37022672031574
822,19110,242.3341916325718
823,19111,281.04365452050376
824,19112,323.63930364324824
825,19113,418.21269365660436
826,19114,593.605422401285
827,19115,658.0894439936328
828,19116,665.0617192972663
829,19117,588.1952415645858
830,19118,628.9239973000189
831,19119,620.9801754376823
832,19120,605.1306315780566
833,19121,619.2275816455119
834,19122,634.4675276643827
835,19123,673.2341403498858
836,19124,646.9547584335944
837,19125,603.8638110652371
838,19126,606.0545533054499
839,19127,591.7290040477118
840,19128,523.3561785289271
841,19129,417.6656110566013
842,19130,353.47375108704887
843,19131,292.0627323419091
844,19132,245.83008442700833
845,19133,220.05847562149813
846,19134,236.62261682778256
847,19135,274.4197363462207
848,19136,316.0114485722189
849,19137,408.3558382618287
850,19138,579.6147356074296
851,19139,642.5789332304187
852,19140,649.3868789704525
853,19141,574.3320673282778
854,19142,614.100886979076
855,19143,606.3442930621524
856,19144,590.868307117595
857,19145,604.6330061548213
858,19146,619.5137618707417
859,19147,657.3666842231148
860,19148,631.7066810854735
861,19149,589.6313442987083
862,19150,591.7704529328719
863,19151,577.7825425599071
864,19152,407.91181260887095
865,19153,325.5349673130364
866,19154,275.50284955240187
867,19155,227.63816198742506
868,19156,191.60372886831257
869,19157,171.51694267377195
870,19158,184.42728775225527
871,19159,213.88694098019175
872,19160,246.30415781959465
873,19161,318.2787879623563
874,19162,451.76059272102384
875,19163,500.83585166618417
876,19164,506.1420687338147
877,19165,447.6432002423163
878,19166,478.63962671934837
879,19167,472.5940187488514
880,19168,460.5317985295388
881,19169,471.2602155515234
882,19170,482.85850422393935
883,19171,512.3616510343977
884,19172,492.3618520048997
885,19173,459.56769078364357
886,19174,461.23494478030346
887,19175,450.3325534282328
888,19176,402.376196509841
889,19177,321.11725605743436
890,19178,271.76410514204264
891,19179,224.5489710512963
892,19180,189.0035475218248
893,19181,169.18935146465998
894,19182,181.9244951592868
895,19183,210.9843626354026
896,19184,242.96165775183732
897,19185,313.95954755753496
898,19186,445.6299215007429
899,19187,494.0391987677964
900,19188,499.2734071813095
901,19189,441.568404589711
902,19190,472.1441903495223
903,19191,466.18062502592954
904,19192,454.2820966105121
905,19193,464.8649223646092
906,19194,476.30581507174134
907,19195,505.4085858955091
908,19196,485.6801965336473
909,19197,453.3310724042311
910,19198,454.9757007308814
911,19199,444.2212615861775
912,19200,551.6656845977593
913,19201,440.2580779769012
914,19202,372.59393675047
915,19203,307.86105866902625
916,19204,259.12758343915243
917,19205,231.96193068075743
918,19206,249.42206332698694
919,19207,289.2637135652099
920,19208,333.10521451632576
921,19209,430.44471875237844
922,19210,610.967392838658
923,19211,677.3374647168007
924,19212,684.513667466402
925,19213,605.398973218749
926,19214,647.3189772587697
927,19215,639.1428118309452
928,19216,622.829695197972
929,19217,637.3389575878759
930,19218,653.0246466580423
931,19219,692.9251182302787
932,19220,665.8771081399094
933,19221,621.5258222940136
934,19222,623.78064009785
935,19223,609.0360923718941
936,19224,545.3453269325381
937,19225,435.2141018959061
938,19226,368.3251794035764
939,19227,304.3339369786484
940,19228,256.1587944533846
941,19229,229.3043748320796
942,19230,246.56446914660313
943,19231,285.94965909282547
944,19232,329.28887401396423
945,19233,425.513172974605
946,19234,603.967623680742
947,19235,669.5773027988344
948,19236,676.6712887832427
949,19237,598.4630006764472
950,19238,639.9027330115971
951,19239,631.8202407834598
952,19240,615.69402127792
953,19241,630.037053049674
954,19242,645.5430333434622
955,19243,684.9863707157866
956,19244,658.2482459466844
957,19245,614.4050866659979
958,19246,616.6340713332302
959,19247,602.0584498570696
960,19248,560.5183210011148
961,19249,447.32294497295413
962,19250,378.57299026102464
963,19251,312.8013369775025
964,19252,263.285830620939
965,19253,235.68424781787348
966,19254,253.4245650218649
967,19255,293.9055583497814
968,19256,338.450588409438
969,19257,437.35210975611267
970,19258,620.7716498988926
971,19259,688.2067691976124
972,19260,695.498129216322
973,19261,615.1138732723532
974,19262,657.7065719608802
975,19263,649.3992027592358
976,19264,632.8243078533171
977,19265,647.5664018802157
978,19266,663.5038008282143
979,19267,704.0445594021862
980,19268,676.56250709123
981,19269,631.4995115657639
982,19270,633.7905126645388
983,19271,618.8093576534206
984,19272,544.4658529781512
985,19273,434.5122356685888
986,19274,367.7311843952166
987,19275,303.84314012426955
988,19276,255.74568925786366
989,19277,228.9345775397362
990,19278,246.16683664113842
991,19279,285.4885104132311
992,19280,328.7578325364594
993,19281,424.8269513561222
994,19282,602.9936100272138
995,19283,668.4974809516895
996,19284,675.5800265228442
997,19285,597.4978642834765
998,19286,638.8707671007675
999,19287,630.8013094418291
1000,19288,614.7010965587675
1001,19289,629.0209974403365
1002,19290,644.5019713663571
1003,19291,683.8816987906727
1004,19292,657.1866943769897
1005,19293,613.4142406011662
1006,19294,615.6396306030317
1007,19295,601.0875151125729
1008,19296,531.8331300249397
1009,19297,424.43066184176865
1010,19298,359.19906773755815
1011,19299,296.7933569479171
1012,19300,249.81186545385307
1013,19301,223.62282644157125
1014,19302,240.455261837051
1015,19303,278.86459223976186
1016,19304,321.12997746636734
1017,19305,414.9700959625578
1018,19306,589.0029232350774
1019,19307,652.9869701903813
1020,19308,659.9051861979564
1021,19309,583.6346900488719
1022,19310,624.047656781646
1023,19311,616.1654270680974
1024,19312,600.4387721000584
1025,19313,614.4264219514391
1026,19314,629.5482055745535
1027,19315,668.0142426658514
1028,19316,641.9386170307424
1029,19317,599.1817738363861
1030,19318,601.3555302322089
1031,19319,587.1410536264818
1032,19320,416.38876410365486
1033,19321,332.30001809722313
1034,19322,281.2281662020812
1035,19323,232.36878659274743
1036,19324,195.58550989458018
1037,19325,175.08129349332842
1038,19326,188.25993276096818
1039,19327,218.3317968730887
1040,19328,251.42268671300113
1041,19329,324.89304566212667
1042,19330,461.148780347311
1043,19331,511.2438886246381
1044,19332,516.6603759597938
1045,19333,456.94582296156193
1046,19334,488.58639652047657
1047,19335,482.415152753373
1048,19336,470.102263510615
1049,19337,481.0536313467217
1050,19338,492.89294792629664
1051,19339,523.0092094755909
1052,19340,502.5937879486855
1053,19341,469.11812031993713
1054,19342,470.82002207825116
1055,19343,459.69106449345105
1056,19344,410.8531480057459
1057,19345,327.88230684251573
1058,19346,277.48942179247916
1059,19347,229.27959565724422
1060,19348,192.98532854861892
1061,19349,172.75370228468785
1062,19350,185.75714016850657
1063,19351,215.42921852888725
1064,19352,248.08018664592066
1065,19353,320.57380525817996
1066,19354,455.0181091282716
1067,19355,504.4472357276266
1068,19356,509.79171440867964
1069,19357,450.8710273101869
1070,19358,482.09096015196593
1071,19359,476.0017590317499
1072,19360,463.8525615928538
1073,19361,474.6583381611026
1074,19362,486.3402587754256
1075,19363,516.0561443381102
